CATALOG_KEY,PRO_NOMBRE
7253,EXTRACCIÓN TOAL EN PRESENTACIÓN DE NALGAS CON APLICACIÓN DE FÓRCEPS EN CABEZA ÚLTIMA
7254,OTRA EXTRACCIÓN TOTAL CON PRESENTACIÓN DE NALGAS
726,APLICACIÓN DE FÓRCEPS A CABEZA ÚLTIMA
726X,APLICACIÓN DE FÓRCEPS A CABEZA ÚLTIMA
727,EXTRACCIÓN CON VENTOSA OBSTÉTRICA
7271,EXTRACCIÓN MEDIANTE VENTOSA CON EPISIOTOMÍA
7279,OTRA EXTRACCIÓN MEDIANTE VENTOSA
728,OTRO PARTO INSTRUMENTADO ESPECIFICADO
728X,OTRO PARTO INSTRUMENTADO ESPECIFICADO
729,PARTO INSTRUMENTADO NO ESPECIFICADO
729X,PARTO INSTRUMENTADO NO ESPECIFICADO
73,OTROS PROCEDIMIENTOS PARA LA INDUCCIÓN O ASISTENCIA AL PARTO
730,RUPTURA ARTIFICIAL DE LAS MEMBRANAS
7301,INDUCCIÓN DEL PARTO POR RUPTURA ARTIFICIAL DE LAS MEMBRANAS
7309,OTRA RUPTURA ARTIFICIAL DE LAS MEMBRANAS
731,OTRA INDUCCIÓN QUIRÚRGICA DEL PARTO
731X,OTRA INDUCCIÓN QUIRÚRGICA DEL PARTO
732,VERSIÓN INTERNA Y COMBINADA Y EXTRACCIÓN
7321,VERSIÓN INTERNA Y COMBINADA SIN EXTRACCIÓN
7322,VERSIÓN INTERNA Y COMBINADA CON EXTRACCIÓN
733,OPERACIÓN DE FÓRCEPS FALLIDA
733X,OPERACIÓN DE FÓRCEPS FALLIDA
734,INDUCCIÓN MÉDICA DE PARTO
734X,INDUCCIÓN MÉDICA DE PARTO
735,PARTO ASISTIDO MANUALMENTE
7351,ROTACIÓN MANUAL DE LA CABEZA DE FETO
7359,OTRO PARTO ASISTIDO MANUALMENTE
736,EPISIOTOMÍA
736X,EPISIOTOMÍA
738,OPERACIONES SOBRE EL FETO PARA FACILITAR EL PERÍODO EXPULSIVO
738X,OPERACIONES SOBRE EL FETO PARA FACILITAR EL PERÍODO EXPULSIVO
739,OTRAS OPERACIONES DE ASISTENCIA AL PERÍODO EXPULSIVO
7391,VERSIÓN EXTERNA
7392,SUSTITUCIÓN DEL CORDÓN UMBILICAL PROLAPSADO
7393,INCISIÓN DEL CUELLO UTERINO PARA AYUDAR AL PERÍODO EXPULSIVO
7394,PUBIOTOMÍA PARA ASISTIR AL PARTO
7399,OTRA OPERACIÓN DE ASISTENCIA AL PERÍODO EXPULSIVO
74,CESÁREA Y EXTRACCIÓN DE FETO
740,CESÁREA CLÁSICA
740X,CESÁREA CLÁSICA
741,CESÁREA CLÁSICA BAJA
741X,CESÁREA CLÁSICA BAJA
742,CESÁREA EXTRAPERITONEAL
742X,CESÁREA EXTRAPERITONEAL
743,EXTRACCIÓN DE EMBRIÓN INTRAPERITONEAL
743X,EXTRACCIÓN DE EMBRIÓN INTRAPERITONEAL
744,CESÁREA DE OTRO TIPO ESPECIFICADO
744X,CESÁREA DE OTRO TIPO ESPECIFICADO
749,CESÁREA DE TIPO NO ESPECIFICADO
7491,HISTEROTOMÍA PARA TERMINAR EL EMBARAZO
7499,OTRA CESÁREA DE TIPO NO ESPECIFICADO
75,OTRAS OPERACIONES OBSTÉTRICAS
750,INYECCIÓN INTRA-AMNIÓTICA PARA INDUCIR EL ABORTO
750X,INYECCIÓN INTRA-AMNIÓTICA PARA INDUCIR EL ABORTO
751,AMNIOCENTESIS DIAGNÓSTICA
751X,AMNIOCENTESIS DIAGNÓSTICA
752,TRANSFUSIÓN INTRAUTERINA
752X,TRANSFUSIÓN INTRAUTERINA
753,OTRAS OPERACIONES INTRAUTERINAS SOBRE EL FETO Y EL AMNIOS
7531,AMNIOSCOPIA
7532,ELECTROCARDIOGRAMA FETAL (CUERO CABELLUDO)
7533,BIOPSIA Y TOMA DE SANGRE FETAL
7534,OTRA MONITORIZACIÓN FETAL
7535,OTROS PROCEDIMIENTOS DIAGNÓSTICOS SOBRE EL FETO Y AMNIOS
7536,CORRECCIÓN DE DEFECTO FETAL
7537,AMNIOINFUSIÓN
7538,PULSIOXIMETRIA FETAL
754,EXTRACCIÓN MANUAL DE PLACENTA RETENIDA
754X,EXTRACCIÓN MANUAL DE PLACENTA RETENIDA
755,REPARACIÓN DE DESGARRO OBSTÉTRICO ACTUAL DEL ÚTERO
7550,"REPARACIÓN DE DESGARRO OBSTÉTRICO ACTUAL DEL ÚTERO, NO ESPECIFICADO DE OTRA MANERA"
7551,REPARACIÓN DE DESGARRO OBSTÉTRICO ACTUAL DEL CUELLO UTERINO
7552,REPARACIÓN DE DESGARRO OBSTÉTRICO ACTUAL DEL CUERPO UTERINO
756,REPARACIÓN DE OTRO DESGARRO OBSTÉTRICO ACTUAL
7561,REPARACIÓN DE DESGARRO OBSTÉTRICO ACTUAL DE VEJIGA Y URETRA
7562,REPARACIÓN DE DESGARRO OBSTÉTRICO ACTUAL DE RECTO Y ESFÍNTER ANAL
7569,REPARACIÓN DE OTRO DESGARRO OBSTÉTRICO ACTUAL
757,"EXPLORACIÓN MANUAL DE LA CAVIDAD UTERINA, DESPUÉS DEL PARTO"
757X,"EXPLORACIÓN MANUAL DE LA CAVIDAD UTERINA, DESPUÉS DEL PARTO"
758,TAPONAMIENTO OBSTÉTRICO DE ÚTERO O VAGINA
758X,TAPONAMIENTO OBSTÉTRICO DE ÚTERO O VAGINA
759,OTRAS OPERACIONES OBSTÉTRICAS
7591,EVACUACIÓN DE HEMATOMA POR INCISIÓN OBSTÉTRICA DE PERINEO
7592,EVACUACIÓN DE OTRO HEMATOMA DE VULVA O VAGINA
7593,CORRECCIÓN QUIRÚRGICA DE ÚTERO INVERTIDO
7594,REPOSICIÓN MANUAL DE ÚTERO INVERTIDO
7599,OTRAS OPERACIONES OBSTÉTRICAS
75A,ADMINISTRACIÓN ORAL DE MEDICAMENTOS PARA TERMINACIÓN DE EMBARAZO
75A1,ADMINISTRACIÓN DE MISOPROSTOL PARA INTERRUPCIÓN LEGAL DEL EMBARAZO (ILE)
75A2,ADMINISTRACIÓN DE MISOPROSTOL PARA TERMINACIÓN DEL ABORTO INCOMPLETO
75A3,ADMINISTRACIÓN DE OTRO MEDICAMENTO PARA INTERRUPCIÓN LEGAL DEL EMBARAZO (ILE)
75A4,ADMINISTRACIÓN DE OTRO MEDICAMENTO PARA TERMINACIÓN DEL ABORTO INCOMPLETO
73A,PROCEDIMIENTOS QUE REDUCEN LA MORBILIDAD Y LA MORTALIDAD MATERNO-NEONATAL AL NACIMIENTO
73A1,ATENCIÓN DEL PERIODO EXPULSIVO DEL PARTO EN POSICIÓN VERTICAL
73A2,ACOMPAÑAMIENTO PSICOEMOCIONAL CONTINUO DURANTE TODO EL TRABAJO DE PARTO
73A3,APEGO INMEDIATO MADRE Y NEONATO
73A4,MANEJO ACTIVO DE TERCER PERIODO DEL TRABAJO DE PARTO
0,OPERACIONES SOBRE EL APARATO MUSCULOESQUELÉTICO (76 - 84)
76,OPERACIONES SOBRE HUESOS Y ARTICULACIONES FACIALES
760,INCISIÓN DE HUESO FACIAL SIN DIVISIÓN
7601,SECUESTRECTOMÍA DE HUESO FACIAL
7609,OTRA INCISIÓN DE HUESO FACIAL
761,PROCEDIMIENTOS DIAGNÓSTICOS SOBRE HUESOS Y ARTICULACIONES FACIALES
7611,BIOPSIA DE HUESO FACIAL
7619,OTROS PROCEDIMIENTOS DIAGNÓSTICOS EN HUESO Y ARTICULACIONES FACIALES
762,EXCISIÓN LOCAL O DESTRUCCIÓN DE LESIONES DE HUESO FACIAL
762X,EXCISIÓN LOCAL O DESTRUCCIÓN DE LESIONES DE HUESO FACIAL
763,OSTECTOMÍA PARCIAL DE HUESO FACIAL
7631,MANDIBULECTOMÍA PARCIAL
7639,"OSTECTOMÍA, EXÉRESIS O EXCISIÓN PARCIAL DE OTRO HUESO FACIAL"
764,EXCISIÓN Y RECONSTRUCCIÓN DE HUESOS FACIALES
7641,MANDIBULECTOMÍA TOTAL CON RECONSTRUCCIÓN SIMULTÁNEA
7642,OTRA MANDIBULECTOMÍA TOTAL
7643,OTRA RECONSTRUCCIÓN DE MANDÍBULA
7644,OSTECTOMÍA TOTAL DE OTRO HUESO FACIAL CON RECONSTRUCCIÓN SIMULTÁNEA
7645,OTRA OSTECTOMÍA TOTAL DE OTRO HUESO FACIAL
7646,OTRA RECONSTRUCCIÓN DE OTRO HUESO FACIAL
765,ARTROPLASTIA TEMPOROMANDIBULAR
765X,ARTROPLASTIA TEMPOROMANDIBULAR
766,OTRA REPARACIÓN DE HUESO FACIAL Y CIRUGÍA ORTOGNÁTICA
7661,OSTEOPLASTIA CERRADA [OSTEOTOMÍA] DE RAMA MANDIBULAR
7662,OSTEOPLASTIA ABIERTA [OSTEOTOMÍA] DE RAMA MANDIBULAR
7663,OSTEOPLASTIA [OSTEOTOMÍA] DE CUERPO DE MANDÍBULA
7664,OTRA CIRUGÍA ORTOGNÁTICA SOBRE MANDÍBULA
7665,OSTEOPLASTIA [OSTEOTOMÍA] SEGMENTARIA DE MAXILAR
7666,OSTEOPLASTIA TOTAL [OSTEOTOMÍA] DE MAXILIAR
7667,GENIOPLASTIA DE REDUCCIÓN
7668,GENIOPLASTIA DE AUMENTO
7669,OTRA REPARACIÓN DE HUESO FACIAL
767,REDUCCIÓN DE FRACTURA FACIAL
7670,"REDUCCIÓN DE FRACTURA FACIAL, NO ESPECIFICADA DE OTRA MANERA"
7671,REDUCCIÓN CERRADA DE FRACTURA MALAR Y CIGOMÁTICA
7672,REDUCCIÓN ABIERTA DE FRACTURA MALAR O CIGOMÁTICA
7673,REDUCCIÓN CERRADA DE FRACTURA MAXILAR
7674,REDUCCIÓN ABIERTA DE FRACTURA MAXILAR
7675,REDUCCIÓN CERRADA DE FRACTURA MANDIBULAR
7676,REDUCCIÓN ABIERTA DE FRACTURA MANDIBULAR
7677,REDUCCIÓN ABIERTA DE FRACTURA ALVEOLAR
7678,OTRA REDUCCIÓN CERRADA DE FRACTURA FACIAL
7679,OTRA REDUCCIÓN ABIERTA DE FRACTURA FACIAL
769,OTRAS OPERACIONES SOBRE HUESO Y ARTICULACIONES FACIALES
7691,INJERTO ÓSEO A HUESO FACIAL
7692,INSERCIÓN DE IMPLANTE SINTÉTICO EN HUESO FACIAL
7693,REDUCCIÓN CERRADA DE LUXACIÓN TEMPOROMANDIBULAR
7694,REDUCCIÓN ABIERTA DE DISLOCACIÓN TEMPOROMANDIBULAR
7695,OTRA MANIPULACIÓN DE ARTICULACIÓN TEMPOROMANDIBULAR
7696,INYECCIÓN DE SUSTANCIA TERAPÉUTICA EN ARTICULACIÓN TEMPOROMANDIBULAR
7697,EXTRACCIÓN DE DISPOSITIVO DE FIJACIÓN INTERNA DE HUESO FACIAL
7699,OTRAS OPERACIONES SOBRE HUESOS Y ARTICULACIONES FACIALES
77,"INCISIÓN, EXCISIÓN Y DIVISIÓN DE OTROS HUESOS"
770,SECUESTRECTOMÍA
7700,"SECUESTRECTOMÍA, SITIO NO ESPECIFICADO"
7701,"SECUESTRECTOMÍA ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7702,SECUESTRECTOMÍA HÚMERO
7703,SECUESTRECTOMÍA RADIO Y CÚBITO
7704,SECUESTRECTOMÍA CARPIANOS Y METACARPIANOS
7705,SECUESTRECTOMÍA FÉMUR
7706,SECUESTRECTOMÍA RÓTULA
7707,SECUESTRECTOMÍA TIBIA Y PERONÉ
7708,SECUESTRECTOMÍA TARSIANOS Y METATARSIANOS
7709,"SECUESTRECTOMÍA, OTRO SITIO ESPECIFICADO"
771,OTRA INCISIÓN DE HUESO SIN DIVISIÓN
7710,"OTRA INCISIÓN DE HUESO SIN DIVISIÓN, SITIO NO ESPECIFICADO"
7711,"OTRA INCISIÓN DE HUESO SIN DIVISIÓN.ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7712,OTRA INCISIÓN DE HUESO SIN DIVISIÓN. HÚMERO
7713,OTRA INCISIÓN DE HUESO SIN DIVISIÓN. RADIO Y CÚBITO
7714,OTRA INCISIÓN DE HUESO SIN DIVISIÓN. CARPIANOS Y METACARPIANOS
7715,OTRA INCISIÓN DE HUESO SIN DIVISIÓN. FÉMUR
7716,OTRA INCISIÓN DE HUESO SIN DIVISIÓN. RÓTULA
7717,OTRA INCISIÓN DE HUESO SIN DIVISIÓN. TIBIA Y PERONÉ
7718,OTRA INCISIÓN DE HUESO SIN DIVISIÓN. TARSIANOS Y METATARSIANOS
7719,"OTRA INCISIÓN DE HUESO SIN DIVISIÓN, OTRO SITIO ESPECIFICADO"
772,OSTEOTOMÍA EN CUÑA
7720,OSTEOTOMÍA EN CUÑA SITIO NO ESPECIFICADO
7721,"OSTEOTOMÍA EN CUÑA ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7722,"OSTEOTOMÍA EN CUÑA, HÚMERO"
7723,"OSTEOTOMÍA EN CUÑA, RADIO Y CÚBITO"
7724,"OSTEOTOMÍA EN CUÑA, CARPIANOS Y METACARPIANOS"
7725,"OSTEOTOMÍA EN CUÑA, FÉMUR"
7726,"OSTEOTOMÍA EN CUÑA, RÓTULA"
7727,"OSTEOTOMÍA EN CUÑA, TIBIA Y PERONÉ"
7728,"OSTEOTOMÍA EN CUÑA, TARSIANOS Y METATARSIANOS"
7729,"OSTEOTOMÍA EN CUÑA, OTRO SITIO ESPECIFICADO"
773,OTRA DIVISIÓN DE HUESO
7730,"OTRA DIVISIÓN DE HUESO, SITIO NO ESPECIFICADO"
7731,"OTRA DIVISIÓN DE HUESO ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7732,"OTRA DIVISIÓN DE HUESO, HÚMERO"
7733,"OTRA DIVISIÓN DE HUESO, RADIO Y CÚBITO"
7734,"OTRA DIVISIÓN DE HUESO, CARPIANOS Y METARCAPIANOS"
7735,"OTRA DIVISIÓN DE HUESO, FÉMUR"
7736,"OTRA DIVISIÓN DE HUESO, RÓTULA"
7737,"OTRA DIVISIÓN DE HUESO, TIBIA Y PERONÉ"
7738,"OTRA DIVISIÓN DE HUESO, TARSIANOS Y METATARSIANOS"
7739,"OTRA DIVISIÓN DE HUESO, OTRO SITIO ESPECIFICADO"
774,BIOPSIA DE HUESO
7740,"BIOPSIA DE HUESO, SITIO NO ESPECIFICADO"
7741,"BIOPSIA DE HUESO, ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7742,"BIOPSIA DE HUESO, HÚMERO"
7743,"BIOPSIA DE HUESO, RADIO Y CÚBITO"
7744,"BIOPSIA DE HUESO, CARPIANOS Y METACARPIANOS"
7745,"BIOPSIA DE HUES, FÉMUR"
7746,"BIOPSIA DE HUESO, RÓTULA"
7747,"BIOPSIA DE HUESO, TIBIA Y PERONÉ"
7748,"BIOPSIA DE HUESO, TARSIANOS Y METATARSIANOS"
7749,"BIOPSIA DE HUESO, OTRO SITIO ESPECIFICADO"
775,EXCISIÓN Y REPARACIÓN DE HALLUX VALGUS (JUANETE) Y DE OTRAS DEFORMACIONES DE LOS DEDOS DEL PIE
7751,BUNIONECTOMÍA CON CORRECCIÓN DE TEJIDO BLANDO Y OSTEOTOMÍA DEL PRIMER METATARSIANO
7752,BUNIONECTOMÍA CON CORRECCIÓN DE TEJIDO BLANDO Y ARTRODESIS
7753,OTRA BUNIONECTOMÍA CON CORRECCIÓN DE TEJIDO BLANDO
7754,EXCISIÓN O CORRECCIÓN DE HALLUX VALGUS
7756,REPARACIÓN DE DEDO DE PIE EN MARTILLO
7757,REPARACIÓN DE DEDO DE PIE EN GARRA
7758,"OTRA EXCISIÓN, FUSIÓN Y REPARACIÓN DE DEDOS DEL PIE"
7759,OTRA BUNIONECTOMÍA
776,EXCISIÓN LOCAL DE LESIÓN O TEJIDO DE HUESO
7760,EXCISIÓN LOCAL DE LESIÓN O TEJIDO DE HUESO SITIO NO ESPECIFICADO
7761,"EXCISIÓN LOCAL DE LESIÓN O TEJIDO DE HUESO ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7762,EXCISIÓN LOCAL DE LESIÓN O TEJIDO DE HUESO HÚMERO
7763,EXCISIÓN LOCAL DE LESIÓN O TEJIDO DE HUESO RADIO Y CÚBITO
7764,EXCISIÓN LOCAL DE LESIÓN O TEJIDO DE HUESO CARPIANOS Y METACARPIANOS
7765,EXCISIÓN LOCAL DE LESIÓN O TEJIDO DE HUESO FÉMUR
7766,EXCISIÓN LOCAL DE LESIÓN O TEJIDO DE HUESO RÓTULA
7767,EXCISIÓN LOCAL DE LESIÓN O TEJIDO DE HUESO TIBIA Y PERONÉ
7768,EXCISIÓN LOCAL DE LESIÓN O TEJIDO DE HUESO TARSIANOS Y METATARSIANOS
7769,"EXCISIÓN LOCAL DE LESIÓN O TEJIDO DE HUESO, OTRO SITIO ESPECIFICADO"
777,EXCISIÓN DE HUESO PARA INJERTO
7770,"EXCISIÓN DE HUESO PARA INJERTO, SITIO NO ESPECIFICADO"
7771,"EXCISIÓN DE HUESO PARA INJERTO, ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7772,"EXCISIÓN DE HUESO PARA INJERTO, HÚMERO"
7773,"EXCISIÓN DE HUESO PARA INJERTO, RADIO Y CÚBITO"
7774,"EXCISIÓN DE HUESO PARA INJERTO, CARPIANOS Y METACARPIANOS"
7775,"EXCISIÓN DE HUESO PARA INJERTO, FÉMUR"
7776,"EXCISIÓN DE HUESO PARA INJERTO, RÓTULA"
7777,"EXCISIÓN DE HUESO PARA INJERTO, TIBIA Y PERONÉ"
7778,"EXCISIÓN DE HUESO PARA INJERTO, TARSIANOS Y METATARSIANOS"
7779,"EXCISIÓN DE HUESO PARA INJERTO, OTRO SITIO ESPECIFICADO"
778,OTRA OSTECTOMÍA PARCIAL
7780,"OTRA OSTECTOMÍA, EXÉRESIS O EXCISIÓN ÓSEA PARCIAL, SITIO NO ESPECIFICADO"
7781,"OTRA OSTECTOMÍA, EXÉRESIS O EXCISIÓN ÓSEA PARCIAL ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7782,"OTRA OSTECTOMÍA, EXÉRESIS O EXCISIÓN ÓSEA PARCIAL, HÚMERO"
7783,"OTRA OSTECTOMÍA, EXÉRESIS O EXCISIÓN ÓSEA PARCIAL, RADIO Y CÚBITO"
7784,"OTRA OSTECTOMÍA, EXÉRESIS O EXCISIÓN ÓSEA PARCIAL, CARPIANOS Y METACARPIANOS"
7785,"OTRA OSTECTOMÍA, EXÉRESIS O EXCISIÓN ÓSEA PARCIAL, FÉMUR"
7786,"OTRA OSTECTOMÍA, EXÉRESIS O EXCISIÓN ÓSEA PARCIAL, RÓTULA"
7787,"OTRA OSTECTOMÍA, EXÉRESIS O EXCISIÓN ÓSEA PARCIAL, TIBIA Y PERONÉ"
7788,"OTRA OSTECTOMÍA, EXÉRESIS O EXCISIÓN ÓSEA PARCIAL, TARSIANOS Y METATARSIANOS"
7789,"OTRA OSTECTOMÍA, EXÉRESIS O EXCISIÓN ÓSEA PARCIAL, OTRO SITIO ESPECIFICADO"
779,EXÉRESIS O EXCISIÓN ÓSEA TOTAL
7790,"EXÉRESIS O EXCISIÓN ÓSEA TOTAL, SITIO NO ESPECIFICADO"
7791,"EXÉRESIS O EXCISIÓN ÓSEA TOTAL, ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7792,"EXÉRESIS O EXCISIÓN ÓSEA TOTAL, HÚMERO"
7793,"EXÉRESIS O EXCISIÓN ÓSEA TOTAL, RADIO Y CÚBITO"
7794,"EXÉRESIS O EXCISIÓN ÓSEA TOTAL, CARPIANOS Y METACARPIANOS"
7795,"EXÉRESIS O EXCISIÓN ÓSEA TOTAL, FÉMUR"
7796,"EXÉRESIS O EXCISIÓN ÓSEA TOTAL, RÓTULA"
7797,"EXÉRESIS O EXCISIÓN ÓSEA TOTAL, TIBIA Y PERONÉ"
7798,"EXÉRESIS O EXCISIÓN ÓSEA TOTAL, TARSIANOS Y METATARSIANOS"
7799,"EXÉRESIS O EXCISIÓN ÓSEA TOTAL, OTRO SITIO ESPECIFICADO"
78,"OTRAS OPERACIONES DE HUESOS, SALVO HUESOS FACIALES"
780,INJERTO DE HUESO
7800,"INJERTO DE HUESO, SITIO NO ESPECIFICADO"
7801,"INJERTO DE HUESO, SSCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7802,"INJERTO DE HUESO, HÚMERO"
7803,INJERTO DE HUESO RADIO Y CÚBITO
7804,"INJERTO DE HUESO, CARPIANOS Y METACARPIANOS"
7805,"INJERTO DE HUESO, FÉMUR"
7806,"INJERTO DE HUESO, RÓTULA"
7807,"INJERTO DE HUESO, TIBIA Y PERONÉ"
7808,"INJERTO DE HUESO, TARSIANOS Y METATARSIANOS"
7809,"INJERTO DE HUESO, OTRO SITIO ESPECIFICADO"
781,APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO
7810,APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO SITIO NO ESPECIFICADO
7811,"APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7812,APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO HÚMERO
7813,APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO RADIO Y CÚBITO
7814,APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO CARPIANOS Y METACARPIANOS
7815,APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO FÉMUR
7816,APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO RÓTULA
7817,APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO TIBIA Y PERONÉ
7818,APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO TARSIANOS Y METATARSIANOS
7819,"APLICACIÓN DE DISPOSITIVO FIJADOR EXTERNO, OTRO SITIO ESPECIFICADO"
782,PROCEDIMIENTOS DE ACORTAMIENTO DE EXTREMIDADES
7820,PROCEDIMIENTOS DE ACORTAMIENTO DE EXTREMIDADES SITIO NO ESPECIFICADO
7822,PROCEDIMIENTOS DE ACORTAMIENTO DE EXTREMIDADES HÚMERO
7823,PROCEDIMIENTOS DE ACORTAMIENTO DE EXTREMIDADES RADIO Y CÚBITO
7824,PROCEDIMIENTOS DE ACORTAMIENTO DE EXTREMIDADES CARPIANOS Y METACARPIANOS
7825,PROCEDIMIENTOS DE ACORTAMIENTO DE EXTREMIDADES FÉMUR
7827,PROCEDIMIENTOS DE ACORTAMIENTO DE EXTREMIDADES TIBIA Y PERONÉ
7828,PROCEDIMIENTOS DE ACORTAMIENTO DE EXTREMIDADES TARSIANOS Y METATARSIANOS
7829,"PROCEDIMIENTOS DE ACORTAMIENTO DE EXTREMIDADES, OTROS SITIOS ESPECIFICADOS"
783,PROCEDIMIENTO DE ALARGAMIENTO DE EXTREMIDADES
7830,"PROCEDIMIENTO DE ALARGAMIENTO DE EXTREMIDADES, SITIO NO ESPECIFICADO"
7832,"PROCEDIMIENTO DE ALARGAMIENTO DE EXTREMIDADES, HÚMERO"
7833,PROCEDIMIENTO DE ALARGAMIENTO DE EXTREMIDADES RADIO Y CÚBITO
7834,PROCEDIMIENTOS DE ALARGAMIENTO DE EXTREMIDADES CARPIANOS Y METACARPIANOS
7835,"PROCEDIMIENTO DE ALARGAMIENTO DE EXTREMIDADES, FÉMUR"
7837,"PROCEDIMIENTO DE ALARGAMIENTO DE EXTREMIDADES, TIBIA Y PERONÉ"
7838,PROCEDIMIENTO DE ALARGAMIENTO DE EXTREMIDADES TARSIANOS Y METATARSIANOS
7839,"PROCEDIMIENTO DE ALARGAMIENTO DE EXTREMIDADES, OTROS SITIOS ESPECIFICADOS"
784,OTRA REPARACIÓN U OPERACIONES PLÁSTICAS EN EL HUESO
7840,"OTRA REPARACIÓN U OPERACIONES PLÁSTICAS EN EL HUESO, SITIO NO ESPECIFICADO"
7841,"OTRA REPARACIÓN U OPERACIONES PLÁSTICAS EN EL HUESO, ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7842,"OTRA REPARACIÓN U OPERACIONES PLÁSTICAS EN EL HUESO, HÚMERO"
7843,"OTRA REPARACIÓN U OPERACIONES PLÁSTICAS EN EL HUESO, RADIO Y CÚBITO"
7844,OTRA REPARACIÓN U OPERACIONES PLÁSTICAS EN EL HUESO. CARPIANOS Y METACARPIANOS
7845,"OTRA REPARACIÓN U OPERACIONES PLÁSTICAS EN EL HUESO, FÉMUR"
7846,"OTRA REPARACIÓN U OPERACIONES PLÁSTICAS EN EL HUESO, RÓTULA"
7847,"OTRA REPARACIÓN U OPERACIONES PLÁSTICAS EN EL HUESO, TIBIA Y PERONÉ"
7848,"OTRA REPARACIÓN U OPERACIONES PLÁSTICAS EN EL HUESO, TARSIANOS Y METATARSIANOS"
7849,"OTRA REPARACIÓN U OPERACIONES PLÁSTICAS EN EL HUESO, OTROS SITIOS ESPECIFICADOS"
785,FIJACIÓN INTERNA DE HUESO SIN REDUCCIÓN DE FRACTURA
7850,"FIJACIÓN INTERNA DE HUESO SIN REDUCCIÓN DE FRACTURA, SITIO NO ESPECIFICADO"
7851,"FIJACIÓN INTERNA DE HUESO SIN REDUCCIÓN DE FRACTURA, ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7852,"FIJACIÓN INTERNA DE HUESO SIN REDUCCIÓN DE FRACTURA, HÚMERO"
7853,"FIJACIÓN INTERNA DE HUESO SIN REDUCCIÓN DE FRACTURA, RADIO Y CÚBITO"
7854,"FIJACIÓN INTERNA DE HUESO SIN REDUCCIÓN DE FRACTURA, CARPIANOS Y METACARPIANOS"
7855,"FIJACIÓN INTERNA DE HUESO SIN REDUCCIÓN DE FRACTURA, FÉMUR"
7856,"FIJACIÓN INTERNA DE HUESO SIN REDUCCIÓN DE FRACTURA, RÓTULA"
7857,"FIJACIÓN INTERNA DE HUESO SIN REDUCCIÓN DE FRACTURA, TIBIA Y PERONÉ"
7858,"FIJACIÓN INTERNA DE HUESO SIN REDUCCIÓN DE FRACTURA, TARSIANOS Y METATARSIANOS"
7859,"FIJACIÓN INTERNA DE HUESO SIN REDUCCIÓN DE FRACTURA, OTROS SITIOS ESPECIFICADOS"
786,EXTRACCIÓN DE DISPOSITIVOS IMPLANTADOS EN EL HUESO
7860,"EXTRACCIÓN DE DISPOSITIVOS IMPLANTADOS EN EL HUESO, SITIO NO ESPECIFICADO"
7861,"EXTRACCIÓN DE DISPOSITIVOS IMPLANTADOS EN EL HUESO, ESCÁPULA, CLAVÍCULA Y TÓRAX [COSTILLAS Y ESTERNÓN]"
7862,"EXTRACCIÓN DE DISPOSITIVOS IMPLANTADOS EN EL HUESO, HÚMERO"
7863,"EXTRACCIÓN DE DISPOSITIVOS IMPLANTADOS EN EL HUESO, RADIO Y CÚBITO"
7864,"EXTRACCIÓN DE DISPOSITIVOS IMPLANTADOS EN EL HUESO, CARPIANOS Y METACARPIANOS"
7865,"EXTRACCIÓN DE DISPOSITIVOS IMPLANTADOS EN EL HUESO, FÉMUR"
7866,"EXTRACCIÓN DE DISPOSITIVOS IMPLANTADOS EN EL HUESO, RÓTULA"
7867,"EXTRACCIÓN DE DISPOSITIVOS IMPLANTADOS EN EL HUESO, TIBIA Y PERONÉ"
