CATALOG_KEY,NOMBRE,ES_SUIVE_EST_EPI
V371,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V372,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO",NO
V373,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, OCUPANTE NO ESPECIFICADO DE VEHÍCULO DE MOTOR DE TRES RUEDAS, LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V374,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO",NO
V375,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V376,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V377,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO",NO
V379,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, OCUPANTE NO ESPECIFICADO DE VEHÍCULO DE MOTOR DE TRES RUEDAS, LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V38,OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN,NO
V380,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V381,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V382,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO",NO
V383,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, OCUPANTE NO ESPECIFICADO DE VEHÍCULO DE MOTOR DE TRES RUEDAS, LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V384,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO",NO
V385,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V386,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V387,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO",NO
V389,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, OCUPANTE NO ESPECIFICADO DE VEHÍCULO DE MOTOR DE TRES RUEDAS, LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V39,"OCUPANTE DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS",NO
V390,"CONDUCTOR DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",NO
V391,"PASAJERO DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",NO
V392,"OCUPANTE NO ESPECIFICADO DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",NO
V393,"OCUPANTE [CUALQUIERA] DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE NO DE TRÁNSITO, NO ESPECIFICADO",NO
V394,"CONDUCTOR DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO",NO
V395,"PASAJERO DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO",NO
V396,"OCUPANTE NO ESPECIFICADO DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO",NO
V398,OCUPANTE [CUALQUIERA] DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE ESPECIFICADOS,NO
V399,OCUPANTE [CUALQUIERA] DE VEHÍCULO DE MOTOR DE TRES RUEDAS LESIONADO EN ACCIDENTE DE TRÁNSITO NO ESPECIFICADO,NO
V40,OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL,NO
V400,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V401,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V402,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO",NO
V403,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V404,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO",NO
V405,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V406,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V407,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO",NO
V409,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V41,OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL,NO
V410,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V411,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V412,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO",NO
V413,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V414,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO",NO
V415,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V416,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V417,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO",NO
V419,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE PEDAL, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V42,OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS,NO
V420,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V421,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V422,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO",NO
V423,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V424,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO",NO
V425,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V426,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V427,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO",NO
V429,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE MOTOR DE DOS O TRES RUEDAS, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V43,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTRO AUTOMÓVIL, CAMIONETA O FURGONETA",NO
V430,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTRO AUTOMÓVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V431,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTRO AUTOMÓVIL, CAMIONETA O FURGONETA, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V432,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTRO AUTOMÓVIL, CAMIONETA O FURGONETA, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO",NO
V433,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTRO AUTOMÓVIL, CAMIONETA O FURGONETA, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V434,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTRO AUTOMÓVIL, CAMIONETA O FURGONETA, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO",NO
V435,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTRO AUTOMÓVIL, CAMIONETA O FURGONETA, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V436,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTRO AUTOMÓVIL, CAMIONETA O FURGONETA, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V437,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTRO AUTOMÓVIL, CAMIONETA O FURGONETA, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO",NO
V439,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTRO AUTOMÓVIL, CAMIONETA O FURGONETA, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V44,OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS,NO
V440,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V441,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V442,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO",NO
V443,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS , OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V444,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS , PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO",NO
V445,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS , CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V446,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS , PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V447,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO",NO
V449,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON VEHÍCULO DE TRANSPORTE PESADO O AUTOBÚS , OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V45,OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES,NO
V450,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V451,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V452,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO",NO
V453,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V454,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO",NO
V455,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V456,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V457,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO",NO
V459,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON TREN O VEHÍCULO DE RIELES, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V46,OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR,NO
V460,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V461,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V462,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO",NO
V463,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V464,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO",NO
V465,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V466,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V467,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO",NO
V469,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS SIN MOTOR, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V47,OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO,NO
V470,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V471,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V472,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO",NO
V473,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V474,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO",NO
V475,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V476,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V477,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO",NO
V479,"OCUPANTE DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OBJETO FIJO O ESTACIONADO, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V48,OCUPANTE DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN,NO
V480,"OCUPANTE DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, CONDUCTOR LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V481,"OCUPANTE DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PASAJERO LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V482,"OCUPANTE DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE NO DE TRÁNSITO",NO
V483,"OCUPANTE DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE NO DE TRÁNSITO",NO
V484,"OCUPANTE DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PERSONA LESIONADA AL SUBIR O BAJAR DEL VEHÍCULO",NO
V485,"OCUPANTE DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, CONDUCTOR LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V486,"OCUPANTE DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PASAJERO LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V487,"OCUPANTE DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, PERSONA QUE VIAJA FUERA DEL VEHÍCULO, LESIONADA EN ACCIDENTE DE TRÁNSITO",NO
V489,"OCUPANTE DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRANSPORTE SIN COLISIÓN, OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL, LESIONADO EN ACCIDENTE DE TRÁNSITO",NO
V49,"OCUPANTE DE AUTOMÓVIL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE, Y EN LOS NO ESPECIFICADOS",NO
V490,"CONDUCTOR DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",NO
V491,"PASAJERO DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",NO
V492,"OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE NO DE TRÁNSITO",NO
V493,"OCUPANTE (CUALQUIERA) DE AUTOMÓVIL LESIONADO EN ACCIDENTE NO DE TRÁNSITO, NO ESPECIFICADO",NO
V494,"CONDUCTOR DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO",NO
V495,"PASAJERO DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO",NO
V496,"OCUPANTE NO ESPECIFICADO DE AUTOMÓVIL LESIONADO POR COLISIÓN CON OTROS VEHÍCULOS DE MOTOR, Y CON LOS NO ESPECIFICADOS, EN ACCIDENTE DE TRÁNSITO",NO
V498,OCUPANTE (CUALQUIERA) DE AUTOMÓVIL LESIONADO EN OTROS ACCIDENTES DE TRANSPORTE ESPECIFICADOS,NO
V499,OCUPANTE (CUALQUIERA) DE AUTOMÓVIL LESIONADO EN ACCIDENTE DE TRÁNSITO NO ESPECIFICADO,NO
V50,OCUPANTE DE CAMIONETA O FURGONETA LESIONADO POR COLISIÓN CON PEATÓN O ANIMAL,NO
